"protein","organism","source","abbrv","chains","Ala","Cys","Asp","Glu","Phe","Gly","His","Ile","Lys","Leu","Met","Asn","Pro","Gln","Arg","Ser","Thr","Val","Trp","Tyr"
"KIF14","HUMAN",NA,"Q15058",1,103,24,68,153,52,72,44,95,137,152,42,87,51,86,89,165,93,87,11,37
"KIF15","HUMAN",NA,"Q9NS87",1,76,17,56,183,40,42,32,55,135,167,35,76,28,103,74,110,67,68,3,21
"KIF17","HUMAN",NA,"Q9P2E2",1,84,13,55,103,22,43,16,33,64,102,19,38,70,58,68,86,47,76,5,27
"KIF19","HUMAN",NA,"Q2TAC6",1,76,10,51,82,10,69,33,46,50,103,21,30,50,60,93,90,53,46,6,19
"KIF1A","HUMAN",NA,"Q12756",1,117,28,90,148,56,87,39,70,82,162,39,63,96,65,127,143,95,110,17,56
"KIF1B","HUMAN",NA,"O60333",1,108,25,99,165,70,95,42,91,107,171,36,72,89,69,104,187,104,108,18,56
"KIF1C","HUMAN",NA,"O43896",1,85,15,54,102,23,82,21,37,52,94,28,33,89,58,98,86,48,61,12,25
"KIF22","HUMAN",NA,"Q14807",1,65,7,26,53,13,49,12,28,39,86,15,19,42,35,58,51,24,30,4,9
"KIF23","HUMAN",NA,"Q02241",1,45,18,44,90,26,49,19,43,74,71,26,51,52,61,73,62,59,65,7,25
"KIF24","HUMAN",NA,"Q5T7B8",1,82,24,72,96,40,90,48,57,80,116,21,44,89,85,80,145,84,71,14,30
"KIF25","HUMAN",NA,"Q9UIL4",1,41,8,20,18,5,36,10,12,13,47,5,6,20,21,29,36,20,30,1,6
"KIF27","HUMAN",NA,"Q86VH2",1,67,20,69,152,33,66,38,73,132,151,28,61,37,102,85,113,59,86,6,23
"KIF2A","HUMAN",NA,"O00139",1,47,12,46,62,24,33,12,38,51,54,16,31,35,39,52,50,38,49,3,14
"KIF2B","HUMAN",NA,"Q8N4N8",1,38,16,32,48,18,34,19,42,53,70,14,27,31,39,40,49,36,44,6,17
"KIF2C","HUMAN",NA,"Q99661",1,59,16,28,69,25,34,13,36,54,66,25,33,31,39,46,65,33,39,3,11
"KIF3A","HUMAN",NA,"Q9Y496",1,39,6,41,85,12,41,13,38,69,64,22,32,21,29,50,42,37,37,3,18
"KIF3B","HUMAN",NA,"O15066",1,47,2,39,88,16,45,16,37,72,63,19,30,23,40,55,55,34,45,3,18
"KIF3C","HUMAN",NA,"O14782",1,63,4,32,84,17,49,17,33,60,73,24,33,40,45,60,58,38,39,4,20
"KIF4A","HUMAN",NA,"O95239",1,75,28,60,141,27,51,15,50,124,136,25,52,42,98,65,90,62,69,5,17
"KIF4B","HUMAN",NA,"Q2VIQ3",1,71,33,59,139,27,50,22,56,124,134,23,57,41,99,56,91,60,70,6,16
"KIF5A","HUMAN",NA,"Q12840",1,67,15,54,118,22,45,26,48,91,104,20,49,28,65,55,82,51,60,2,30
"KIF5C","HUMAN",NA,"O60282",1,64,10,58,110,16,37,23,52,95,97,23,49,21,61,55,62,49,52,2,21
"KIF6","HUMAN",NA,"Q6ZMV9",1,47,10,44,73,25,37,26,55,63,88,18,34,30,52,47,69,43,34,4,15
"KIF7","HUMAN",NA,"Q2M1P5",1,124,16,42,164,20,98,28,37,58,171,21,33,57,103,138,94,42,71,10,16
"KIF9","HUMAN",NA,"Q9HAQ2",1,41,6,48,66,28,43,19,52,63,75,20,33,30,42,47,60,42,47,3,25
"KIFA3","HUMAN",NA,"Q92845",1,42,14,61,71,28,39,17,58,61,103,29,40,28,31,32,36,22,43,6,31
"KIFC1","HUMAN",NA,"Q9BW19",1,47,10,19,58,13,57,10,15,33,82,10,20,45,52,56,56,41,39,2,8
"KIFC2","HUMAN",NA,"Q96AC6",1,89,14,21,58,12,89,13,11,9,111,10,8,80,64,88,61,42,37,12,9
"KIFC3","HUMAN",NA,"Q9BVG8",1,69,12,30,81,16,52,20,22,41,97,14,27,42,56,71,70,42,53,6,12
"KILIN","HUMAN",NA,"B2CW77",1,12,6,5,7,4,18,4,1,12,15,1,5,19,2,24,15,9,9,8,2
"KIME","HUMAN",NA,"Q03426",1,36,10,17,25,6,34,11,17,17,60,4,13,20,16,19,29,20,32,5,5
"KIN17","HUMAN",NA,"O60870",1,16,7,19,42,12,23,8,26,48,31,7,13,10,19,24,30,26,16,5,11
"KINH","HUMAN",NA,"P33176",1,70,13,55,107,18,39,20,46,98,85,22,51,18,67,53,62,52,63,3,21
"KIRR1","HUMAN",NA,"Q96J84",1,60,11,43,45,25,54,13,36,25,58,9,28,50,30,48,55,70,55,10,32
"KIRR2","HUMAN",NA,"Q6UWL6",1,69,14,27,39,26,75,16,12,10,79,5,12,70,23,50,58,46,53,11,13
"KIRR3","HUMAN",NA,"Q8IZU9",1,47,18,36,47,26,60,15,41,37,64,13,26,38,43,42,81,48,67,8,21
"KISHA","HUMAN",NA,"Q8TBQ9",1,6,5,1,1,5,3,0,9,3,11,2,2,2,2,4,6,3,4,1,2
"KISHB","HUMAN",NA,"Q9NRX6",1,8,3,1,1,6,5,1,4,7,9,2,1,1,0,2,2,4,11,2,4
"KISS1","HUMAN",NA,"Q15726",1,12,2,1,8,4,15,3,1,4,17,1,6,15,9,11,16,5,5,2,1
"KISSR","HUMAN",NA,"Q969F8",1,66,15,8,5,15,25,10,6,5,55,7,11,36,9,31,27,14,32,8,13
"KITH","HUMAN",NA,"P04183",1,25,11,8,14,11,17,2,12,16,18,6,7,15,11,13,12,11,19,0,6
"KITM","HUMAN",NA,"O00142",1,13,6,10,24,7,13,10,11,12,28,9,9,17,7,26,16,11,20,8,8
"KIT","HUMAN",NA,"P10721",1,55,24,53,58,43,55,22,52,66,83,24,54,50,25,40,79,59,78,14,42
"KIZ","HUMAN",NA,"Q2M2Z5",1,38,12,37,76,10,29,21,27,56,56,9,34,33,30,32,86,42,28,5,12
"KKCC1","HUMAN",NA,"Q8N5S9",1,40,8,27,47,14,36,12,23,31,50,7,14,43,18,30,35,14,39,4,13
"KKCC2","HUMAN",NA,"Q96RR4",1,33,15,27,49,15,45,15,27,31,55,15,17,53,24,39,56,19,38,3,12
"KKLC1","HUMAN",NA,"Q5H943",1,7,1,3,4,5,4,3,6,5,17,3,11,3,2,9,15,5,6,1,3
"KLC1","HUMAN",NA,"Q07866",1,44,9,36,59,7,32,13,16,55,62,13,31,17,40,30,31,22,30,5,21
"KLC2","HUMAN",NA,"Q9H0B6",1,55,7,34,59,7,50,13,14,43,75,10,22,30,32,48,47,23,31,4,18
"KLC3","HUMAN",NA,"Q6P597",1,68,4,16,54,4,35,17,10,20,68,5,16,27,35,41,31,14,24,2,13
"KLC4","HUMAN",NA,"Q9NSK0",1,56,8,26,64,4,50,17,13,30,77,8,23,21,44,47,50,27,30,4,20
"KLD10","HUMAN",NA,"Q6PID8",1,28,10,15,19,15,57,17,24,19,43,7,26,24,13,32,22,20,21,12,18
"KLD7A","HUMAN",NA,"Q5VTJ3",1,75,24,32,48,25,69,13,15,20,72,7,17,75,40,63,62,36,49,11,24
"KLD7B","HUMAN",NA,"Q96G42",1,58,13,19,30,14,63,11,10,9,64,8,11,68,27,53,49,31,35,6,15
"KLD8A","HUMAN",NA,"Q8IYD2",1,29,7,17,15,14,32,5,11,20,33,14,12,20,11,24,21,15,30,7,13
"KLD8B","HUMAN",NA,"Q8IXV7",1,42,9,13,15,14,42,9,4,5,35,12,4,27,14,27,21,17,31,7,6
"KLDC1","HUMAN",NA,"Q8N7A1",1,16,14,28,23,15,33,15,24,20,40,7,20,17,17,19,24,24,17,17,16
"KLDC2","HUMAN",NA,"Q9Y2U9",1,21,11,23,23,21,34,18,15,16,34,8,23,21,9,22,34,20,24,15,14
"KLDC3","HUMAN",NA,"Q9BQ90",1,19,13,23,14,19,35,18,20,14,29,7,17,22,7,27,26,23,25,10,14
"KLDC4","HUMAN",NA,"Q8TBB5",1,30,7,30,52,20,56,12,7,39,35,11,12,33,20,29,35,29,36,11,16
"KLDC5","HUMAN",NA,"Q9P2K6",1,31,11,19,38,18,36,10,17,15,63,15,26,27,25,31,40,19,35,7,22
"KLDC9","HUMAN",NA,"Q8NEP7",1,33,13,17,14,10,44,17,8,5,32,4,3,25,11,32,22,21,21,9,8
"KLF10","HUMAN",NA,"Q13118",1,43,15,15,25,18,13,16,13,31,24,15,18,58,18,26,55,29,38,4,6
"KLF11","HUMAN",NA,"O14901",1,42,20,27,21,14,30,16,14,23,46,12,9,53,23,31,49,39,36,4,3
"KLF12","HUMAN",NA,"Q9Y4X4",1,19,7,19,17,9,18,18,13,20,26,11,20,31,12,32,61,27,35,2,5
"KLF13","HUMAN",NA,"Q9Y2Y9",1,41,8,10,23,7,22,13,3,13,15,4,3,31,6,33,28,11,10,2,5
"KLF14","HUMAN",NA,"Q8TD94",1,50,12,13,15,9,32,13,3,9,16,3,1,42,7,22,40,14,13,3,6
"KLF15","HUMAN",NA,"Q9UIH9",1,27,14,17,21,14,46,15,10,22,33,6,9,50,16,21,49,10,27,4,5
"KLF16","HUMAN",NA,"Q9BXK1",1,48,8,11,5,7,25,13,2,9,16,2,0,35,1,21,32,7,6,1,3
"KLF17","HUMAN",NA,"Q5JT82",1,23,9,11,25,8,31,14,7,7,24,17,18,50,30,24,45,16,16,4,10
"KLF1","HUMAN",NA,"Q13351",1,45,8,16,19,11,44,13,2,11,33,4,1,46,13,22,25,23,8,7,11
"KLF2","HUMAN",NA,"Q9Y5W3",1,44,9,15,17,13,43,14,2,12,36,5,2,63,2,28,20,14,3,4,9
"KLF3","HUMAN",NA,"P57682",1,10,6,11,19,10,15,14,14,23,21,16,8,47,16,20,44,13,24,2,12
"KLF4","HUMAN",NA,"O43474",1,42,14,21,22,17,51,23,6,18,43,10,11,70,14,32,55,27,20,5,12
"KLF5","HUMAN",NA,"Q13887",1,40,9,17,19,15,15,21,13,19,36,12,18,61,32,24,32,38,20,2,14
"KLF6","HUMAN",NA,"Q99612",1,9,12,13,26,10,16,12,8,18,24,3,5,19,8,18,44,15,11,5,7
"KLF7","HUMAN",NA,"O75840",1,28,13,14,20,9,14,13,6,19,34,2,5,14,13,18,33,20,17,3,7
"KLF8","HUMAN",NA,"O95600",1,19,6,19,18,9,19,12,17,19,31,13,12,32,19,18,44,25,21,2,4
"KLF9","HUMAN",NA,"Q13886",1,19,9,15,16,6,13,15,4,19,18,5,3,19,4,18,27,14,11,2,7
"KLH10","HUMAN",NA,"Q6JEL2",1,49,18,30,45,31,36,13,35,29,41,21,38,26,10,31,38,31,44,9,33
"KLH11","HUMAN",NA,"Q9NVR0",1,61,20,34,62,26,42,24,31,29,60,20,23,32,25,49,49,30,52,11,28
"KLH12","HUMAN",NA,"Q53G59",1,36,17,36,38,16,41,14,28,22,52,17,18,22,21,33,42,35,51,7,22
"KLH13","HUMAN",NA,"Q9P2N7",1,36,14,37,35,30,42,16,24,36,67,28,25,35,22,29,46,45,51,10,27
"KLH14","HUMAN",NA,"Q9P2G3",1,32,18,33,32,17,41,20,21,28,77,16,28,44,37,29,47,25,45,11,27
"KLH15","HUMAN",NA,"Q96M94",1,24,16,37,39,35,35,17,30,29,57,20,25,23,25,37,42,33,45,9,26
"KLH17","HUMAN",NA,"Q6TDP4",1,64,14,31,33,14,47,24,9,15,66,15,19,42,19,50,62,30,60,8,20
"KLH18","HUMAN",NA,"O94889",1,43,22,32,37,20,45,18,21,13,53,23,20,22,20,36,48,24,49,7,21
"KLH20","HUMAN",NA,"Q9Y2M5",1,38,17,32,40,15,49,11,25,20,56,19,23,32,25,49,40,34,55,9,20
"KLH21","HUMAN",NA,"Q9UJP4",1,61,15,46,34,23,43,13,7,8,72,14,12,43,22,52,36,21,41,11,23
"KLH22","HUMAN",NA,"Q53GT1",1,45,18,36,46,19,39,25,23,14,74,11,26,29,31,39,50,25,44,10,30
"KLH23","HUMAN",NA,"Q8NBE8",1,31,21,26,44,19,36,17,45,30,51,13,27,21,14,21,34,28,32,12,36
"KLH24","HUMAN",NA,"Q6TFL4",1,32,24,30,45,27,36,15,33,26,56,13,28,22,17,40,42,30,50,8,26
"KLH26","HUMAN",NA,"Q53HC5",1,59,19,31,38,27,52,17,17,11,61,16,15,26,28,49,43,26,50,8,22
"KLH28","HUMAN",NA,"Q9NXS3",1,39,19,27,36,20,37,20,29,23,61,15,25,22,22,25,37,32,46,8,28
"KLH29","HUMAN",NA,"Q96CT2",1,64,13,23,37,22,49,15,26,28,63,18,30,42,28,27,42,37,58,8,25
"KLH30","HUMAN",NA,"Q0D2K2",1,59,12,29,36,19,43,18,8,18,72,8,17,34,31,31,34,28,46,14,21
"KLH31","HUMAN",NA,"Q9H511",1,50,19,33,34,19,41,11,29,32,62,17,35,25,25,31,56,31,49,9,26
"KLH32","HUMAN",NA,"Q96NJ5",1,47,19,26,41,20,34,23,27,19,79,13,31,23,33,35,39,28,45,10,28
"KLH33","HUMAN",NA,"A6NCF5",1,68,14,17,32,13,46,17,6,7,82,11,5,41,20,41,35,21,31,11,15
"KLH34","HUMAN",NA,"Q8N239",1,76,13,27,58,19,62,18,11,7,85,7,8,31,21,57,35,28,49,13,19
"KLH35","HUMAN",NA,"Q6PF15",1,33,12,20,19,15,32,12,11,12,36,6,4,21,12,31,27,14,31,8,7
"KLH36","HUMAN",NA,"Q8N4N3",1,43,17,36,44,22,44,17,26,26,60,11,23,21,28,42,47,23,45,12,29
"KLH38","HUMAN",NA,"Q2WGJ6",1,40,18,31,30,23,33,18,30,29,67,20,16,24,29,36,50,26,35,6,20
"KLHL1","HUMAN",NA,"Q9NR64",1,47,20,39,42,22,61,22,23,34,81,28,27,40,36,34,66,41,49,13,23
"KLHL2","HUMAN",NA,"O95198",1,47,18,29,39,14,39,14,16,27,55,22,28,23,18,36,39,33,65,9,22
"KLHL3","HUMAN",NA,"Q9UH77",1,46,15,33,40,15,41,11,22,28,56,19,25,20,24,29,41,32,60,7,23
"KLHL4","HUMAN",NA,"Q9C0H6",1,47,16,38,44,18,53,27,23,36,75,24,37,35,32,38,46,37,58,11,23
"KLHL5","HUMAN",NA,"Q96PQ7",1,54,24,43,42,25,50,19,21,32,80,25,33,32,30,45,60,46,55,16,23
"KLHL6","HUMAN",NA,"Q8WZ60",1,40,18,30,50,20,33,18,34,36,66,14,27,25,21,32,38,33,54,11,21
"KLHL7","HUMAN",NA,"Q8IXQ5",1,42,20,34,41,23,34,11,24,41,52,17,28,24,20,28,35,30,52,9,21
"KLHL8","HUMAN",NA,"Q9P2G9",1,45,18,40,34,23,50,24,26,29,53,19,33,20,19,34,50,20,55,9,19
"KLHL9","HUMAN",NA,"Q9P2J3",1,37,15,38,31,29,44,16,23,31,61,28,29,28,22,28,40,35,48,8,26
"KLK10","HUMAN",NA,"O43240",1,27,12,12,7,3,23,9,8,9,34,5,8,21,17,18,17,12,19,7,8
"KLK11","HUMAN",NA,"Q9UBX7",1,20,13,8,12,4,23,8,17,15,29,6,11,17,16,17,21,21,12,8,4
"KLK12","HUMAN",NA,"Q9UKR0",1,10,13,9,6,5,32,11,11,2,28,4,9,15,11,14,21,14,20,7,6
"KLK13","HUMAN",NA,"Q9UKR3",1,11,10,8,13,3,29,10,9,12,32,3,9,19,17,15,18,21,21,7,10
"KLK14","HUMAN",NA,"Q9P0G3",1,21,12,7,8,2,26,5,13,7,26,7,8,18,20,21,19,16,18,7,6
"KLK15","HUMAN",NA,"Q9H2R5",1,17,12,11,13,3,23,10,9,6,26,5,9,19,9,21,21,14,17,6,5
"KLK1","HUMAN",NA,"P06870",1,15,11,17,17,10,22,11,9,8,27,5,9,15,12,6,18,15,22,8,5
"KLK2","HUMAN",NA,"P20151",1,16,11,10,14,4,23,12,8,12,30,5,6,19,10,9,21,13,22,10,6
"KLK3","HUMAN",NA,"P07288",1,14,10,11,11,7,21,11,10,12,29,5,5,19,10,11,21,15,26,9,4
"KLK4","HUMAN",NA,"Q9Y5K2",1,16,13,9,13,6,27,6,10,6,27,6,12,14,14,4,29,8,21,6,7
"KLK5","HUMAN",NA,"Q9Y337",1,19,14,16,5,5,24,11,11,12,26,6,15,21,16,16,27,14,21,7,7
"KLK6","HUMAN",NA,"Q92876",1,19,12,13,11,2,20,12,12,15,26,4,8,13,14,9,16,11,14,5,8
"KLK7","HUMAN",NA,"P49862",1,14,12,14,7,4,22,7,7,16,29,7,10,15,11,12,20,19,18,5,4
"KLK8","HUMAN",NA,"O60259",1,16,13,17,8,4,31,9,10,17,22,4,7,18,18,9,18,12,15,7,5
"KLK9","HUMAN",NA,"Q9UKQ9",1,20,13,10,10,7,24,10,10,6,33,5,9,17,10,14,18,9,11,10,4
"KLKB1","HUMAN",NA,"P03952",1,27,37,23,30,30,50,16,34,41,48,12,29,26,33,26,53,50,38,11,24
"KLOTB","HUMAN",NA,"Q86Z14",1,74,13,51,47,64,68,30,55,62,104,18,51,45,39,63,77,54,53,30,46
"KLOT","HUMAN",NA,"Q9UEF7",1,76,12,55,47,61,67,32,48,47,111,18,41,64,42,58,59,44,51,30,49
"KLRAQ","HUMAN",NA,"Q6ZMI0",1,66,9,32,79,19,21,19,31,70,104,18,31,16,55,35,74,46,33,1,21
"KLRB1","HUMAN",NA,"Q12918",1,7,9,11,13,5,8,3,18,13,27,1,14,10,12,9,31,11,11,7,5
"KLRD1","HUMAN",NA,"Q13241",1,8,10,6,12,9,8,2,11,10,21,3,12,5,11,4,21,11,2,6,7
"KLRF1","HUMAN",NA,"Q9NZS2",1,8,9,10,10,8,11,3,16,20,25,5,12,2,14,7,27,15,11,8,10
"KLRG1","HUMAN",NA,"Q96E93",1,12,13,8,8,8,9,3,7,6,23,4,11,8,11,6,27,7,10,7,7
"KLRG2","HUMAN",NA,"A4D1S0",1,53,12,11,31,6,40,7,3,12,38,5,4,55,15,22,36,14,27,11,7
"KMCP1","HUMAN",NA,"Q5SVS4",1,18,5,10,11,12,29,3,23,15,33,9,12,10,14,17,15,22,16,6,11
"KMO","HUMAN",NA,"O15229",1,29,10,24,19,33,23,17,33,28,48,21,22,25,17,28,39,19,28,6,17
"KNCN","HUMAN",NA,"A6PVL3",1,14,2,4,5,4,16,4,11,5,15,2,3,6,1,8,12,5,6,0,1
"KNG1","HUMAN",NA,"P01042",1,29,19,41,41,25,46,31,33,51,40,8,30,39,36,21,50,52,29,7,16
"KNL2","HUMAN",NA,"Q6P0N0",1,43,16,58,91,40,49,22,65,133,86,24,81,55,63,54,95,81,49,6,21
"KNTC1","HUMAN",NA,"P50748",1,143,46,110,172,83,77,53,140,163,330,50,88,73,98,71,179,112,126,33,62
"KPB1","HUMAN",NA,"P46020",1,81,18,66,83,38,74,34,65,62,139,36,34,58,63,62,100,69,80,13,48
"KPB2","HUMAN",NA,"P46019",1,74,19,69,76,42,81,39,72,56,138,31,44,54,60,67,102,67,88,14,42
"KPBB","HUMAN",NA,"Q93100",1,51,20,63,68,44,67,24,74,64,126,18,47,58,64,61,67,47,70,14,46
"KPCA","HUMAN",NA,"P17252",1,30,20,51,42,42,47,21,32,59,50,21,25,39,28,30,34,28,45,8,20
"KPCB","HUMAN",NA,"P05771",1,31,20,46,49,44,45,19,32,59,47,21,25,37,25,32,36,33,42,9,19
"KPCD1","HUMAN",NA,"Q15139",1,55,23,49,60,30,55,32,54,47,83,25,40,58,34,48,79,39,67,9,25
"KPCD2","HUMAN",NA,"Q9BZL6",1,58,23,40,57,33,66,30,40,40,91,18,28,62,38,48,80,41,55,8,22
"KPCD3","HUMAN",NA,"O94806",1,40,24,50,57,35,47,28,52,49,75,26,41,57,33,50,84,42,64,11,25
"KPCD","HUMAN",NA,"Q05655",1,39,21,40,49,46,45,19,39,59,57,18,29,24,26,33,37,30,36,9,20
"KPCE","HUMAN",NA,"Q02156",1,43,24,50,51,37,51,21,37,55,62,17,28,37,36,43,35,31,52,9,18
"KPCG","HUMAN",NA,"P05129",1,36,22,43,40,44,59,22,27,37,58,16,18,56,23,46,38,35,48,9,20
"KPCI","HUMAN",NA,"P41743",1,24,17,43,46,31,40,22,30,32,50,20,22,30,26,36,43,23,36,7,18
"KPCL","HUMAN",NA,"P24723",1,34,24,35,42,42,50,27,37,39,61,19,31,29,31,41,30,42,45,8,16
"KPCT","HUMAN",NA,"Q04759",1,34,28,36,56,47,40,24,39,58,64,28,33,35,29,36,33,27,32,10,17
"KPCZ","HUMAN",NA,"Q05513",1,27,16,50,43,29,42,18,36,34,56,15,15,32,25,40,35,25,30,7,17
"KPRA","HUMAN",NA,"Q14558",1,36,5,17,26,9,19,8,34,20,28,12,12,16,12,22,20,19,30,0,11
"KPRB","HUMAN",NA,"O60256",1,27,7,19,25,11,19,8,38,24,28,15,11,19,14,20,29,16,31,0,8
"KPRP","HUMAN",NA,"Q5T749",1,23,54,9,31,16,29,6,11,10,24,3,8,104,64,51,64,20,30,3,19
"KPSH1","HUMAN",NA,"P11801",1,30,6,20,25,11,25,10,19,26,35,11,10,26,14,43,34,26,32,3,18
"KPSH2","HUMAN",NA,"Q96QS6",1,37,3,14,23,11,29,12,21,23,37,13,7,19,17,29,31,17,22,6,14
"KPTN","HUMAN",NA,"Q9Y664",1,30,7,25,30,17,36,11,13,13,61,5,13,22,27,25,35,14,36,3,13
"KPYM","HUMAN",NA,"P14618",1,54,10,29,37,17,41,12,39,37,38,16,17,24,15,31,28,29,45,3,9
"KPYR","HUMAN",NA,"P30613",1,64,7,25,38,17,50,10,41,20,48,12,14,28,23,44,39,24,57,4,9
"KR101","HUMAN",NA,"P60331",1,23,75,4,4,0,2,2,1,5,8,3,0,33,21,8,57,13,21,1,1
"KR102","HUMAN",NA,"P60368",1,18,69,2,4,1,5,0,2,5,5,2,1,26,22,4,57,11,20,1,0
"KR103","HUMAN",NA,"P60369",1,16,57,2,3,0,4,0,2,4,8,2,0,27,13,7,44,13,17,1,1
"KR104","HUMAN",NA,"P60372",1,20,110,7,5,0,9,0,4,8,10,1,0,46,36,6,86,14,37,1,1
"KR105","HUMAN",NA,"P60370",1,19,73,5,4,1,3,1,3,5,8,2,0,32,18,7,53,14,20,1,2
"KR106","HUMAN",NA,"P60371",1,20,97,7,5,0,9,2,1,5,10,3,0,38,30,6,81,17,31,1,2
"KR107","HUMAN",NA,"P60409",1,21,100,8,4,0,10,0,3,6,9,3,0,44,30,8,78,17,31,1,2
"KR108","HUMAN",NA,"P60410",1,21,66,4,3,2,5,2,4,4,8,2,2,28,16,8,50,12,20,1,1
"KR109","HUMAN",NA,"P60411",1,20,73,4,4,1,5,0,2,5,7,2,0,35,23,9,57,13,24,1,7
"KR10A","HUMAN",NA,"P60014",1,16,61,3,4,1,4,1,1,4,7,2,1,28,17,5,51,16,24,1,4
"KR10B","HUMAN",NA,"P60412",1,24,77,4,4,0,3,1,1,7,8,2,0,31,20,8,65,13,25,1,4
"KR10C","HUMAN",NA,"P60413",1,10,63,5,3,0,7,0,2,3,11,2,0,31,16,11,48,10,21,1,1
"KR10D","HUMAN",NA,"A8MUX0",1,27,95,8,25,5,9,0,15,10,14,2,3,72,27,20,96,31,46,1,11
"KR10E","HUMAN",NA,"A8MX34",1,20,59,6,8,6,21,5,8,8,11,5,6,39,29,3,53,27,17,2,8
"KR111","HUMAN",NA,"Q8IUC1",1,4,23,3,2,3,13,1,6,0,6,1,4,12,12,10,24,21,14,1,3
"KR121","HUMAN",NA,"P59990",1,6,21,0,0,1,3,1,2,1,1,1,0,13,6,3,19,3,13,0,2
"KR122","HUMAN",NA,"P59991",1,10,31,0,0,2,3,1,3,2,3,2,0,19,9,3,32,2,22,0,2
"KR123","HUMAN",NA,"P60328",1,4,22,0,0,0,1,2,5,0,1,2,0,14,6,3,17,7,10,0,2
"KR124","HUMAN",NA,"P60329",1,6,26,0,1,2,7,2,0,1,5,2,0,18,3,2,13,9,11,1,3
"KR131","HUMAN",NA,"Q8IUC0",1,2,21,1,2,7,23,1,0,0,11,1,3,10,8,10,39,11,4,1,17
"KR132","HUMAN",NA,"Q52LG2",1,3,21,2,3,6,20,0,1,1,12,1,3,11,5,13,41,11,4,1,16
"KR133","HUMAN",NA,"Q3SY46",1,0,22,1,2,8,14,8,2,0,11,3,8,11,5,13,37,8,3,2,14
"KR134","HUMAN",NA,"Q3LI77",1,4,20,1,1,9,16,0,2,3,11,1,4,9,7,13,33,7,1,2,16
"KR151","HUMAN",NA,"Q3LI76",1,3,15,1,2,8,12,1,3,1,9,1,10,7,7,5,25,13,1,0,13
"KR171","HUMAN",NA,"Q9BYP8",1,0,38,2,3,1,31,0,1,1,0,1,1,5,4,0,12,4,1,0,0
"KR191","HUMAN",NA,"Q8IUB9",1,0,7,0,0,7,38,1,0,0,2,1,1,1,0,3,11,0,0,0,18
"KR192","HUMAN",NA,"Q3LHN2",1,0,12,1,1,3,14,1,0,0,1,1,0,1,0,6,2,1,0,0,8
"KR193","HUMAN",NA,"Q7Z4W3",1,0,5,0,0,6,35,0,0,0,3,1,0,1,0,3,8,0,0,0,19
"KR194","HUMAN",NA,"Q3LI73",1,0,6,1,2,5,23,0,3,2,6,1,2,2,0,6,8,2,1,0,14
"KR195","HUMAN",NA,"Q3LI72",1,0,4,2,0,5,28,0,0,0,3,1,2,1,0,4,5,0,0,0,17
"KR196","HUMAN",NA,"Q3LI70",1,0,6,0,1,3,21,0,0,0,2,1,0,1,0,6,4,0,0,0,13
"KR197","HUMAN",NA,"Q3SYF9",1,0,7,0,0,3,21,1,0,0,3,1,0,1,0,3,9,0,0,1,13
"KR198","HUMAN",NA,"Q3LI54",1,1,4,0,0,5,22,0,0,0,3,1,0,1,0,4,5,0,0,1,16
"KR201","HUMAN",NA,"Q3LI63",1,0,5,0,0,1,20,0,1,0,1,1,2,1,0,2,3,0,0,1,18
"KR202","HUMAN",NA,"Q3LI61",1,0,8,0,0,1,24,1,0,0,3,1,1,1,0,4,3,0,1,1,16
"KR203","HUMAN",NA,"Q3LI60",1,1,4,2,0,2,11,0,2,1,2,1,1,0,0,2,3,1,1,1,9
"KR204","HUMAN",NA,"Q3LI62",1,5,3,0,1,0,7,3,0,0,3,2,0,0,0,4,6,2,4,0,4
"KR211","HUMAN",NA,"Q3LI58",1,0,15,0,0,3,28,1,0,0,0,1,2,1,0,3,9,2,0,0,14
"KR212","HUMAN",NA,"Q3LI59",1,0,18,0,0,0,26,0,0,0,1,1,2,1,0,5,11,1,0,1,16
"KR213","HUMAN",NA,"Q3LHN1",1,1,9,2,1,4,9,3,3,4,1,1,3,0,0,0,6,1,2,0,8
"KR221","HUMAN",NA,"Q3MIV0",1,2,6,1,1,3,11,1,0,1,2,1,2,1,1,1,5,0,0,2,7
"KR222","HUMAN",NA,"Q3LI68",1,2,4,1,1,3,6,1,0,2,3,1,3,2,0,2,5,0,0,0,9
"KR231","HUMAN",NA,"A1A580",1,1,5,1,2,2,9,2,1,0,9,1,4,4,2,1,13,1,1,0,6
"KR241","HUMAN",NA,"Q3LI83",1,5,23,3,4,7,13,5,5,6,20,2,14,25,10,11,49,22,10,1,19
"KR251","HUMAN",NA,"Q3LHN0",1,1,7,1,0,13,5,5,4,0,4,2,6,6,8,6,21,3,4,1,5
"KR261","HUMAN",NA,"Q6PEX3",1,4,21,5,4,6,13,5,3,1,21,1,8,23,12,11,38,14,11,1,8
"KR271","HUMAN",NA,"Q3LI81",1,9,19,5,13,9,8,6,2,5,13,3,11,18,18,7,34,17,9,0,1
"KR411","HUMAN",NA,"Q9BYQ6",1,1,69,1,3,0,4,3,4,1,3,2,1,19,11,18,32,11,10,0,2
"KR412","HUMAN",NA,"Q9BQ66",1,1,74,1,2,0,4,1,2,0,3,1,2,19,13,18,29,19,11,0,1
"KR41X","HUMAN",NA,"A8MTL4",1,1,54,2,2,0,3,2,2,1,3,2,0,15,10,13,21,14,8,0,2
